videoFile,condition,video,speaker,callSign,colour,number,seq,id,block,exp.thisRepN,exp.thisTrialN,exp.thisN,exp.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,firstHalf.thisRepN,firstHalf.thisTrialN,firstHalf.thisN,firstHalf.thisIndex,blocksA.thisRepN,blocksA.thisTrialN,blocksA.thisN,blocksA.thisIndex,mouseClickOnCall.x,mouseClickOnCall.y,mouseClickOnCall.leftButton,mouseClickOnCall.midButton,mouseClickOnCall.rightButton,mouseClickOnCall.time,mouseClickOnCall.clicked_name,callSignCorrect,colourCorrect,numberCorrect,mouseClickOnColour.x,mouseClickOnColour.y,mouseClickOnColour.leftButton,mouseClickOnColour.midButton,mouseClickOnColour.rightButton,mouseClickOnColour.time,mouseClickOnColour.clicked_name,mouseClickOnNumber.x,mouseClickOnNumber.y,mouseClickOnNumber.leftButton,mouseClickOnNumber.midButton,mouseClickOnNumber.rightButton,mouseClickOnNumber.time,mouseClickOnNumber.clicked_name,participant,order,date,expName,psychopyVersion,frameRate,
video/Training/zh_sp01_Ad_We_4_NVocInAudio_NoVideo.avi,vocoded,noVideo,sp01,Ad,We,4,,,,,,,,0,0,0,0,,,,,,,,,-0.35185185185185186,0.2796296296296296,1,0,0,7.860252600046806,call1,True,NO_ANSW,NO_ANSW,,,,,,,,,,,,,,,17,2,2019_Nov_14_1310,MA_Theta_Exp,3.0.7,59.92433954574285,
video/Training/zh_sp07_Ad_Ge_3_NVocInAudio_NoVideo.avi,vocoded,noVideo,sp07,Ad,Ge,3,,,,,,,,0,1,1,1,,,,,,,,,-0.3425925925925926,0.2953703703703704,1,0,0,5.918600699980743,call1,True,True,True,-0.013425925925925926,0.2708333333333333,1,0,0,7.532776900043245,colour1,0.42314814814814816,-0.12083333333333333,1,0,0,8.497636599990074,number3,17,2,2019_Nov_14_1310,MA_Theta_Exp,3.0.7,59.92433954574285,
video/Training/zh_sp01_Dr_Ro_3_NVocInAudio_GlobalThetaInVideo.avi,vocoded,plusVideo,sp01,Dr,Ro,3,,,,,,,,0,2,2,2,,,,,,,,,-0.38055555555555554,0.075,1,0,0,8.263672599976417,call2,True,False,True,0.014814814814814815,0.26435185185185184,1,0,0,10.354321699996945,colour1,0.4050925925925926,-0.15601851851851853,1,0,0,11.34748200001195,number3,17,2,2019_Nov_14_1310,MA_Theta_Exp,3.0.7,59.92433954574285,
video/Training/zh_sp07_Dr_Gr_4_NVocInAudio_GlobalThetaInVideo.avi,vocoded,plusVideo,sp07,Dr,Gr,4,,,,,,,,0,3,3,3,,,,,,,,,-0.3814814814814815,0.0912037037037037,1,0,0,8.307017699989956,call2,True,True,True,0.002777777777777778,0.10046296296296296,1,0,0,9.28945520002162,colour2,0.3902777777777778,-0.2833333333333333,1,0,0,10.421302500006277,number4,17,2,2019_Nov_14_1310,MA_Theta_Exp,3.0.7,59.92433954574285,
video/Training/zh_sp01_Ti_Gr_2_NoThetaInAudio_NoVideo.avi,noTheta,noVideo,sp01,Ti,Gr,2,,,,,,,,0,4,4,4,,,,,,,,,-0.3421296296296296,0.06435185185185185,1,0,0,10.886033899965696,call2,False,True,True,-0.05555555555555555,0.04351851851851852,1,0,0,11.683568999986164,colour2,0.3527777777777778,0.06620370370370371,1,0,0,13.421303999959491,number2,17,2,2019_Nov_14_1310,MA_Theta_Exp,3.0.7,59.92433954574285,
video/Training/zh_sp07_Ti_Ro_1_NoThetaInAudio_NoVideo.avi,noTheta,noVideo,sp07,Ti,Ro,1,,,,,,,,0,5,5,5,,,,,,,,,-0.37962962962962965,0.10601851851851851,1,0,0,9.141437000012957,call2,False,False,False,-0.0787037037037037,0.08842592592592592,1,0,0,10.07369839999592,colour2,0.3365740740740741,0.07175925925925926,1,0,0,10.874139300023671,number2,17,2,2019_Nov_14_1310,MA_Theta_Exp,3.0.7,59.92433954574285,
video/Training/zh_sp01_Un_Ge_1_NoThetaInAudio_GlobalThetaInVideo.avi,noTheta,plusVideo,sp01,Un,Ge,1,,,,,,,,0,6,6,6,,,,,,,,,-0.4078703703703704,0.2796296296296296,1,0,0,10.23616689996561,call1,False,True,True,-0.012037037037037037,0.2574074074074074,1,0,0,12.103042200033087,colour1,0.33796296296296297,0.2712962962962963,1,0,0,13.337142999982461,number1,17,2,2019_Nov_14_1310,MA_Theta_Exp,3.0.7,59.92433954574285,
video/Training/zh_sp07_Un_We_2_NoThetaInAudio_GlobalThetaInVideo.avi,noTheta,plusVideo,sp07,Un,We,2,,,,,,,,0,7,7,7,,,,,,,,,-0.38564814814814813,0.2652777777777778,1,0,0,7.018678900029045,call1,False,False,False,0.038425925925925926,0.2523148148148148,1,0,0,7.700012999994215,colour1,0.37083333333333335,0.2884259259259259,1,0,0,8.759934800036717,number1,17,2,2019_Nov_14_1310,MA_Theta_Exp,3.0.7,59.92433954574285,
video/Training/zh_sp01_Ad_Ge_1_GlobalTheta_NoVideo.avi,globalTheta,noVideo,sp01,Ad,Ge,1,,,,,,,,0,8,8,8,,,,,,,,,0.04212962962962963,0.2986111111111111,1,0,0,5.878200599981938,call1,True,True,False,-0.059722222222222225,0.3,1,0,0,9.14616709999973,colour1,0.3351851851851852,0.10787037037037037,1,0,0,9.895806199987419,number2,17,2,2019_Nov_14_1310,MA_Theta_Exp,3.0.7,59.92433954574285,
video/Training/zh_sp07_Ad_Ro_3_GlobalTheta_NoVideo.avi,globalTheta,noVideo,sp07,Ad,Ro,3,,,,,,,,0,9,9,9,,,,,,,,,-0.3574074074074074,0.25925925925925924,1,0,0,8.274369399994612,call1,True,False,True,0.037037037037037035,0.2518518518518518,1,0,0,8.930326399975456,colour1,0.36064814814814816,-0.04953703703703704,1,0,0,9.826877899991814,number3,17,2,2019_Nov_14_1310,MA_Theta_Exp,3.0.7,59.92433954574285,
