26.6795 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002B15C152AF0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002B15C4B94C0>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1280, 1024]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
28.6652 	EXP 	Created screenAfterAudio = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, image='images/grayScreen.png', interpolate=True, mask=None, maskParams=None, name='screenAfterAudio', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
28.6803 	EXP 	Created blankScreen = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, image='images/grayScreen.png', interpolate=True, mask=None, maskParams=None, name='blankScreen', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1920., 1080.]), texRes=128, units='height', win=Window(...))
28.8574 	EXP 	Created call1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-5.0, flipHoriz=False, flipVert=False, image='images/adler.png', interpolate=True, mask=None, maskParams=None, name='call1', opacity=1.0, ori=0.0, pos=array([-0.4   ,  0.3125]), size=array([0.18, 0.18]), texRes=128, units='height', win=Window(...))
29.0415 	EXP 	Created call2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-6.0, flipHoriz=False, flipVert=False, image='images/drossel.png', interpolate=True, mask=None, maskParams=None, name='call2', opacity=1.0, ori=0.0, pos=array([-0.4       ,  0.10416667]), size=array([0.18, 0.18]), texRes=128, units='height', win=Window(...))
29.2530 	EXP 	Created call3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-7.0, flipHoriz=False, flipVert=False, image='images/tiger.png', interpolate=True, mask=None, maskParams=None, name='call3', opacity=1.0, ori=0.0, pos=array([-0.4       , -0.10416667]), size=array([0.18, 0.18]), texRes=128, units='height', win=Window(...))
29.4465 	EXP 	Created call4 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-8.0, flipHoriz=False, flipVert=False, image='images/kroete.png', interpolate=True, mask=None, maskParams=None, name='call4', opacity=1.0, ori=0.0, pos=array([-0.4   , -0.3125]), size=array([0.18, 0.18]), texRes=128, units='height', win=Window(...))
29.4716 	EXP 	Created colour1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-9.0, flipHoriz=False, flipVert=False, image='images/gelb.png', interpolate=True, mask=None, maskParams=None, name='colour1', opacity=1.0, ori=0.0, pos=array([0.    , 0.3125]), size=array([0.18, 0.18]), texRes=128, units='height', win=Window(...))
29.4955 	EXP 	Created colour2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-10.0, flipHoriz=False, flipVert=False, image='images/gruen.png', interpolate=True, mask=None, maskParams=None, name='colour2', opacity=1.0, ori=0.0, pos=array([0.        , 0.10416667]), size=array([0.18, 0.18]), texRes=128, units='height', win=Window(...))
29.5174 	EXP 	Created colour3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-11.0, flipHoriz=False, flipVert=False, image='images/rot.png', interpolate=True, mask=None, maskParams=None, name='colour3', opacity=1.0, ori=0.0, pos=array([ 0.        , -0.10416667]), size=array([0.18, 0.18]), texRes=128, units='height', win=Window(...))
29.5388 	EXP 	Created colour4 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-12.0, flipHoriz=False, flipVert=False, image='images/weiss.png', interpolate=True, mask=None, maskParams=None, name='colour4', opacity=1.0, ori=0.0, pos=array([ 0.    , -0.3125]), size=array([0.18, 0.18]), texRes=128, units='height', win=Window(...))
29.5607 	EXP 	Created number1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-13.0, flipHoriz=False, flipVert=False, image='images/1.png', interpolate=True, mask=None, maskParams=None, name='number1', opacity=1.0, ori=0.0, pos=array([0.4   , 0.3125]), size=array([0.18, 0.18]), texRes=128, units='height', win=Window(...))
29.5823 	EXP 	Created number2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-14.0, flipHoriz=False, flipVert=False, image='images/2.png', interpolate=True, mask=None, maskParams=None, name='number2', opacity=1.0, ori=0.0, pos=array([0.4       , 0.10416667]), size=array([0.18, 0.18]), texRes=128, units='height', win=Window(...))
29.6045 	EXP 	Created number3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-15.0, flipHoriz=False, flipVert=False, image='images/3.png', interpolate=True, mask=None, maskParams=None, name='number3', opacity=1.0, ori=0.0, pos=array([ 0.4       , -0.10416667]), size=array([0.18, 0.18]), texRes=128, units='height', win=Window(...))
29.6258 	EXP 	Created number4 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-16.0, flipHoriz=False, flipVert=False, image='images/4.png', interpolate=True, mask=None, maskParams=None, name='number4', opacity=1.0, ori=0.0, pos=array([ 0.4   , -0.3125]), size=array([0.18, 0.18]), texRes=128, units='height', win=Window(...))
29.6258 	EXP 	window1: mouseVisible = True
29.6259 	EXP 	window1: mouseVisible = True
29.6259 	EXP 	window1: mouseVisible = True
29.6479 	EXP 	Created blankScreenAfterResponse = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-25.0, flipHoriz=False, flipVert=False, image='images/blankScreen.png', interpolate=True, mask=None, maskParams=None, name='blankScreenAfterResponse', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1920., 1080.]), texRes=128, units='height', win=Window(...))
29.6537 	EXP 	Created thanksText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='thanksText', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
29.6538 	EXP 	window1: mouseVisible = False
29.6608 	EXP 	instrTrainText: autoDraw = True
35.0771 	EXP 	Imported order6.csv as conditions, 4 conditions, 1 params
35.0774 	EXP 	Created sequence: sequential, trialTypes=4, nReps=1, seed=None
35.0775 	EXP 	New trial (rep=0, index=0): OrderedDict([('condsFile', 'flow\\tts-golang-selected_PsyPySEQ_SSN1.csv')])
35.0787 	DATA 	Keypress: space
35.0933 	EXP 	instrTrainText: autoDraw = False
35.0933 	EXP 	blockStart: autoDraw = True
35.8357 	EXP 	Imported flow\tts-golang-selected_PsyPySEQ_SSN1.csv as conditions, 96 conditions, 26 params
35.8361 	EXP 	Created sequence: random, trialTypes=96, nReps=1, seed=None
35.8364 	EXP 	New trial (rep=0, index=0): OrderedDict([('audiofile', 'audio/SiSSN_DE_Neural2-F_Ti-ro-Dr_-6db.wav'), ('duration', 4.843), ('noise', 'SiSSN'), ('voice', 'Neural2-F'), ('words', 'Ti-ro-Dr'), ('callSign', 'Ti'), ('colour', 'ro'), ('number', 'Dr'), ('levels', '-6db'), ('trigger_start', 200), ('trigger_end', 201), ('trigger_call', 214), ('trigger_col', 223), ('trigger_num', 233), ('file', 'DE_Neural2-F_Ti-ro-Dr.TextGrid'), ('firstSound_tmin', 0.17712), ('lastSound_tmax', 4.104053164), ('token_1_tmin', 0.7139336373333333), ('token_1_tmax', 1.1909062946666666), ('token_2_tmin', 2.2253404806666666), ('token_2_tmax', 2.58712), ('token_3_tmin', 3.777040552666667), ('token_3_tmax', 4.104053164), ('rater', 'mean'), ('newidx', 0), ('block', 'SSN1')])
36.1539 	EXP 	window1: mouseVisible = False
36.1591 	EXP 	Sound sound_1 started
36.1563 	DATA 	Keypress: space
36.1605 	EXP 	blockStart: autoDraw = False
36.1605 	EXP 	fixation: autoDraw = True
40.6213 	EXP 	Sound sound_1 reached end of file
41.4837 	EXP 	window1: mouseVisible = False
41.4938 	EXP 	fixation: autoDraw = False
41.4938 	EXP 	screenAfterAudio: autoDraw = True
41.4938 	EXP 	screenAfterAudio: autoDraw = False
41.4938 	EXP 	fixation: autoDraw = False
41.4938 	EXP 	screenAfterAudio: autoDraw = False
41.4938 	EXP 	call1: texRes = 128
41.4938 	EXP 	call2: texRes = 128
41.4938 	EXP 	call3: texRes = 128
41.4938 	EXP 	call4: texRes = 128
41.4938 	EXP 	colour1: texRes = 128
41.4938 	EXP 	colour2: texRes = 128
41.4938 	EXP 	colour3: texRes = 128
41.4938 	EXP 	colour4: texRes = 128
41.4938 	EXP 	number1: texRes = 128
41.4938 	EXP 	number2: texRes = 128
41.4938 	EXP 	number3: texRes = 128
41.4938 	EXP 	number4: texRes = 128
41.4938 	EXP 	blankScreen: autoDraw = True
41.4939 	EXP 	window1: mouseVisible = False
41.5239 	EXP 	window1: mouseVisible = False
41.5406 	EXP 	window1: mouseVisible = False
41.5570 	EXP 	window1: mouseVisible = False
41.5739 	EXP 	window1: mouseVisible = False
41.5905 	EXP 	window1: mouseVisible = False
41.6071 	EXP 	window1: mouseVisible = False
41.6237 	EXP 	window1: mouseVisible = False
41.6404 	EXP 	window1: mouseVisible = False
41.6570 	EXP 	window1: mouseVisible = False
41.6741 	EXP 	window1: mouseVisible = False
41.6902 	EXP 	window1: mouseVisible = False
41.7080 	EXP 	window1: mouseVisible = False
41.7236 	EXP 	window1: mouseVisible = False
41.7403 	EXP 	window1: mouseVisible = False
41.7568 	EXP 	window1: mouseVisible = False
41.7736 	EXP 	window1: mouseVisible = False
41.7905 	EXP 	window1: mouseVisible = False
41.8068 	EXP 	window1: mouseVisible = False
41.8238 	EXP 	window1: mouseVisible = False
41.8404 	EXP 	window1: mouseVisible = False
41.8571 	EXP 	window1: mouseVisible = False
41.8738 	EXP 	window1: mouseVisible = False
41.8904 	EXP 	window1: mouseVisible = False
41.9070 	EXP 	window1: mouseVisible = False
41.9239 	EXP 	window1: mouseVisible = False
41.9403 	EXP 	window1: mouseVisible = False
41.9571 	EXP 	window1: mouseVisible = False
41.9741 	EXP 	window1: mouseVisible = False
41.9903 	EXP 	window1: mouseVisible = False
42.0070 	EXP 	window1: mouseVisible = False
42.0236 	EXP 	window1: mouseVisible = False
42.0403 	EXP 	window1: mouseVisible = False
42.0568 	EXP 	window1: mouseVisible = False
42.0735 	EXP 	window1: mouseVisible = False
42.0902 	EXP 	window1: mouseVisible = False
42.1073 	EXP 	window1: mouseVisible = False
42.1236 	EXP 	window1: mouseVisible = False
42.1402 	EXP 	window1: mouseVisible = False
42.1570 	EXP 	window1: mouseVisible = False
42.1734 	EXP 	window1: mouseVisible = False
42.1902 	EXP 	window1: mouseVisible = False
42.2068 	EXP 	window1: mouseVisible = False
42.2234 	EXP 	window1: mouseVisible = False
42.2404 	EXP 	window1: mouseVisible = False
42.2568 	EXP 	window1: mouseVisible = False
42.2745 	EXP 	window1: mouseVisible = False
42.2904 	EXP 	window1: mouseVisible = False
42.3065 	EXP 	window1: mouseVisible = False
42.3237 	EXP 	window1: mouseVisible = False
42.3403 	EXP 	window1: mouseVisible = False
42.3569 	EXP 	window1: mouseVisible = False
42.3735 	EXP 	window1: mouseVisible = False
42.3902 	EXP 	window1: mouseVisible = False
42.4069 	EXP 	window1: mouseVisible = False
42.4236 	EXP 	window1: mouseVisible = False
42.4402 	EXP 	window1: mouseVisible = False
42.4569 	EXP 	window1: mouseVisible = False
42.4736 	EXP 	window1: mouseVisible = False
42.4901 	EXP 	window1: mouseVisible = False
42.5062 	EXP 	blankScreen: autoDraw = False
42.5062 	EXP 	call1: autoDraw = True
42.5062 	EXP 	call2: autoDraw = True
42.5062 	EXP 	call3: autoDraw = True
42.5062 	EXP 	call4: autoDraw = True
42.5062 	EXP 	colour1: autoDraw = True
42.5062 	EXP 	colour2: autoDraw = True
42.5062 	EXP 	colour3: autoDraw = True
42.5062 	EXP 	colour4: autoDraw = True
42.5062 	EXP 	number1: autoDraw = True
42.5062 	EXP 	number2: autoDraw = True
42.5062 	EXP 	number3: autoDraw = True
42.5062 	EXP 	number4: autoDraw = True
42.5063 	EXP 	window1: mouseVisible = False
42.5065 	EXP 	window1: mouseVisible = True
42.5234 	EXP 	window1: mouseVisible = False
42.5239 	EXP 	window1: mouseVisible = True
42.5402 	EXP 	window1: mouseVisible = False
42.5404 	EXP 	window1: mouseVisible = True
42.5567 	EXP 	window1: mouseVisible = False
42.5568 	EXP 	window1: mouseVisible = True
42.5735 	EXP 	window1: mouseVisible = False
42.5737 	EXP 	window1: mouseVisible = True
42.5902 	EXP 	window1: mouseVisible = False
42.5903 	EXP 	window1: mouseVisible = True
42.6069 	EXP 	window1: mouseVisible = False
42.6070 	EXP 	window1: mouseVisible = True
42.6235 	EXP 	window1: mouseVisible = False
42.6236 	EXP 	window1: mouseVisible = True
42.6405 	EXP 	window1: mouseVisible = False
42.6407 	EXP 	window1: mouseVisible = True
42.6568 	EXP 	window1: mouseVisible = False
42.6569 	EXP 	window1: mouseVisible = True
42.6737 	EXP 	window1: mouseVisible = False
42.6739 	EXP 	window1: mouseVisible = True
42.6902 	EXP 	window1: mouseVisible = False
42.6904 	EXP 	window1: mouseVisible = True
42.7069 	EXP 	window1: mouseVisible = False
42.7073 	EXP 	window1: mouseVisible = True
42.7236 	EXP 	window1: mouseVisible = False
42.7238 	EXP 	window1: mouseVisible = True
42.7615 	EXP 	window1: mouseVisible = False
42.7622 	EXP 	window1: mouseVisible = True
42.7737 	EXP 	window1: mouseVisible = False
42.7739 	EXP 	window1: mouseVisible = True
42.7904 	EXP 	window1: mouseVisible = False
42.7905 	EXP 	window1: mouseVisible = True
42.8072 	EXP 	window1: mouseVisible = False
42.8074 	EXP 	window1: mouseVisible = True
42.8236 	EXP 	window1: mouseVisible = False
42.8241 	EXP 	window1: mouseVisible = True
42.8414 	EXP 	window1: mouseVisible = False
42.8417 	EXP 	window1: mouseVisible = True
42.8575 	EXP 	window1: mouseVisible = False
42.8577 	EXP 	window1: mouseVisible = True
42.8737 	EXP 	window1: mouseVisible = False
42.8740 	EXP 	window1: mouseVisible = True
42.8902 	EXP 	window1: mouseVisible = False
42.8903 	EXP 	window1: mouseVisible = True
42.9078 	EXP 	window1: mouseVisible = False
42.9080 	EXP 	window1: mouseVisible = True
42.9238 	EXP 	window1: mouseVisible = False
42.9240 	EXP 	window1: mouseVisible = True
42.9402 	EXP 	window1: mouseVisible = False
42.9404 	EXP 	window1: mouseVisible = True
42.9572 	EXP 	window1: mouseVisible = False
42.9573 	EXP 	window1: mouseVisible = True
42.9736 	EXP 	window1: mouseVisible = False
42.9738 	EXP 	window1: mouseVisible = True
42.9903 	EXP 	window1: mouseVisible = False
42.9905 	EXP 	window1: mouseVisible = True
43.0071 	EXP 	window1: mouseVisible = False
43.0073 	EXP 	window1: mouseVisible = True
43.0237 	EXP 	window1: mouseVisible = False
43.0238 	EXP 	window1: mouseVisible = True
43.0461 	EXP 	window1: mouseVisible = False
43.0463 	EXP 	window1: mouseVisible = True
43.0570 	EXP 	window1: mouseVisible = False
43.0572 	EXP 	window1: mouseVisible = True
43.0735 	EXP 	window1: mouseVisible = False
43.0737 	EXP 	window1: mouseVisible = True
43.0902 	EXP 	window1: mouseVisible = False
43.0903 	EXP 	window1: mouseVisible = True
43.1066 	EXP 	window1: mouseVisible = False
43.1068 	EXP 	window1: mouseVisible = True
43.1234 	EXP 	window1: mouseVisible = False
43.1236 	EXP 	window1: mouseVisible = True
43.1727 	EXP 	window1: mouseVisible = False
43.1729 	EXP 	window1: mouseVisible = True
43.1899 	EXP 	window1: mouseVisible = False
43.1901 	EXP 	window1: mouseVisible = True
43.2065 	EXP 	window1: mouseVisible = False
43.2067 	EXP 	window1: mouseVisible = True
43.2233 	EXP 	window1: mouseVisible = False
43.2235 	EXP 	window1: mouseVisible = True
43.2816 	EXP 	window1: mouseVisible = False
43.2822 	EXP 	window1: mouseVisible = True
43.2901 	EXP 	window1: mouseVisible = False
43.2903 	EXP 	window1: mouseVisible = True
43.3067 	EXP 	window1: mouseVisible = False
43.3068 	EXP 	window1: mouseVisible = True
43.3233 	EXP 	window1: mouseVisible = False
43.3234 	EXP 	window1: mouseVisible = True
43.3399 	EXP 	window1: mouseVisible = False
43.3401 	EXP 	window1: mouseVisible = True
43.3567 	EXP 	window1: mouseVisible = False
43.3569 	EXP 	window1: mouseVisible = True
43.3733 	EXP 	window1: mouseVisible = False
43.3735 	EXP 	window1: mouseVisible = True
43.3900 	EXP 	window1: mouseVisible = False
43.3902 	EXP 	window1: mouseVisible = True
43.4068 	EXP 	window1: mouseVisible = False
43.4073 	EXP 	window1: mouseVisible = True
43.4234 	EXP 	window1: mouseVisible = False
43.4236 	EXP 	window1: mouseVisible = True
43.4861 	EXP 	window1: mouseVisible = False
43.4865 	EXP 	window1: mouseVisible = True
43.5067 	EXP 	window1: mouseVisible = False
43.5069 	EXP 	window1: mouseVisible = True
43.5237 	EXP 	window1: mouseVisible = False
43.5238 	EXP 	window1: mouseVisible = True
43.5400 	EXP 	window1: mouseVisible = False
43.5402 	EXP 	window1: mouseVisible = True
43.5567 	EXP 	window1: mouseVisible = False
43.5568 	EXP 	window1: mouseVisible = True
43.5736 	EXP 	window1: mouseVisible = False
43.5738 	EXP 	window1: mouseVisible = True
43.5902 	EXP 	window1: mouseVisible = False
43.5904 	EXP 	window1: mouseVisible = True
43.6069 	EXP 	window1: mouseVisible = False
43.6070 	EXP 	window1: mouseVisible = True
43.6236 	EXP 	window1: mouseVisible = False
43.6237 	EXP 	window1: mouseVisible = True
43.6456 	EXP 	window1: mouseVisible = False
43.6458 	EXP 	window1: mouseVisible = True
43.6568 	EXP 	window1: mouseVisible = False
43.6569 	EXP 	window1: mouseVisible = True
43.6735 	EXP 	window1: mouseVisible = False
43.6738 	EXP 	window1: mouseVisible = True
43.6900 	EXP 	window1: mouseVisible = False
43.6902 	EXP 	window1: mouseVisible = True
43.7068 	EXP 	window1: mouseVisible = False
43.7069 	EXP 	window1: mouseVisible = True
43.7237 	EXP 	window1: mouseVisible = False
43.7238 	EXP 	window1: mouseVisible = True
43.7416 	EXP 	window1: mouseVisible = False
43.7419 	EXP 	window1: mouseVisible = True
43.7568 	EXP 	window1: mouseVisible = False
43.7571 	EXP 	window1: mouseVisible = True
43.7738 	EXP 	window1: mouseVisible = False
43.7741 	EXP 	window1: mouseVisible = True
43.7900 	EXP 	window1: mouseVisible = False
43.7902 	EXP 	window1: mouseVisible = True
43.8071 	EXP 	window1: mouseVisible = False
43.8072 	EXP 	window1: mouseVisible = True
43.8234 	EXP 	window1: mouseVisible = False
43.8235 	EXP 	window1: mouseVisible = True
43.8403 	EXP 	window1: mouseVisible = False
43.8404 	EXP 	window1: mouseVisible = True
43.8566 	EXP 	window1: mouseVisible = False
43.8567 	EXP 	window1: mouseVisible = True
43.8729 	EXP 	window1: mouseVisible = False
43.8731 	EXP 	window1: mouseVisible = True
43.8899 	EXP 	window1: mouseVisible = False
43.8904 	EXP 	window1: mouseVisible = True
43.9065 	EXP 	window1: mouseVisible = False
43.9066 	EXP 	window1: mouseVisible = True
43.9231 	EXP 	window1: mouseVisible = False
43.9235 	EXP 	window1: mouseVisible = True
43.9746 	EXP 	window1: mouseVisible = False
43.9751 	EXP 	window1: mouseVisible = True
43.9898 	EXP 	window1: mouseVisible = False
43.9899 	EXP 	window1: mouseVisible = True
44.0067 	EXP 	window1: mouseVisible = False
44.0069 	EXP 	window1: mouseVisible = True
44.0230 	EXP 	window1: mouseVisible = False
44.0232 	EXP 	window1: mouseVisible = True
44.0864 	EXP 	window1: mouseVisible = False
44.0868 	EXP 	window1: mouseVisible = True
44.1066 	EXP 	window1: mouseVisible = False
44.1067 	EXP 	window1: mouseVisible = True
44.1231 	EXP 	window1: mouseVisible = False
44.1232 	EXP 	window1: mouseVisible = True
44.1401 	EXP 	window1: mouseVisible = False
44.1405 	EXP 	window1: mouseVisible = True
44.1566 	EXP 	window1: mouseVisible = False
44.1568 	EXP 	window1: mouseVisible = True
44.1732 	EXP 	window1: mouseVisible = False
44.1738 	EXP 	window1: mouseVisible = True
44.1903 	EXP 	window1: mouseVisible = False
44.1906 	EXP 	window1: mouseVisible = True
44.2067 	EXP 	window1: mouseVisible = False
44.2068 	EXP 	window1: mouseVisible = True
44.2234 	EXP 	window1: mouseVisible = False
44.2235 	EXP 	window1: mouseVisible = True
44.2462 	EXP 	window1: mouseVisible = False
44.2464 	EXP 	window1: mouseVisible = True
44.2567 	EXP 	window1: mouseVisible = False
44.2569 	EXP 	window1: mouseVisible = True
44.2730 	EXP 	window1: mouseVisible = False
44.2733 	EXP 	window1: mouseVisible = True
44.2897 	EXP 	window1: mouseVisible = False
44.2898 	EXP 	window1: mouseVisible = True
44.3064 	EXP 	window1: mouseVisible = False
44.3069 	EXP 	window1: mouseVisible = True
44.3230 	EXP 	window1: mouseVisible = False
44.3232 	EXP 	window1: mouseVisible = True
44.3718 	EXP 	window1: mouseVisible = False
44.3724 	EXP 	window1: mouseVisible = True
44.3899 	EXP 	window1: mouseVisible = False
44.3903 	EXP 	window1: mouseVisible = True
44.4063 	EXP 	window1: mouseVisible = False
44.4065 	EXP 	window1: mouseVisible = True
44.4232 	EXP 	window1: mouseVisible = False
44.4235 	EXP 	window1: mouseVisible = True
44.4397 	EXP 	window1: mouseVisible = False
44.4398 	EXP 	window1: mouseVisible = True
44.4559 	EXP 	window1: mouseVisible = False
44.4560 	EXP 	window1: mouseVisible = True
44.4728 	EXP 	window1: mouseVisible = False
44.4729 	EXP 	window1: mouseVisible = True
44.4898 	EXP 	window1: mouseVisible = False
44.4899 	EXP 	window1: mouseVisible = True
44.5063 	EXP 	window1: mouseVisible = False
44.5065 	EXP 	window1: mouseVisible = True
44.5230 	EXP 	window1: mouseVisible = False
44.5232 	EXP 	window1: mouseVisible = True
44.5794 	EXP 	window1: mouseVisible = False
44.5797 	EXP 	window1: mouseVisible = True
44.5900 	EXP 	window1: mouseVisible = False
44.5902 	EXP 	window1: mouseVisible = True
44.6062 	EXP 	window1: mouseVisible = False
44.6064 	EXP 	window1: mouseVisible = True
44.6230 	EXP 	window1: mouseVisible = False
44.6232 	EXP 	window1: mouseVisible = True
44.6752 	EXP 	window1: mouseVisible = False
44.6754 	EXP 	window1: mouseVisible = True
44.6896 	EXP 	window1: mouseVisible = False
44.6898 	EXP 	window1: mouseVisible = True
44.7063 	EXP 	window1: mouseVisible = False
44.7064 	EXP 	window1: mouseVisible = True
44.7230 	EXP 	window1: mouseVisible = False
44.7232 	EXP 	window1: mouseVisible = True
44.7848 	EXP 	window1: mouseVisible = False
44.7851 	EXP 	window1: mouseVisible = True
44.7919 	EXP 	window1: mouseVisible = False
44.7921 	EXP 	window1: mouseVisible = True
44.8229 	EXP 	window1: mouseVisible = False
44.8230 	EXP 	window1: mouseVisible = True
44.8786 	EXP 	window1: mouseVisible = False
