14.9526 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000205967F1A90>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000020597AA4700>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1280, 1024]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
16.9137 	EXP 	Created screenAfterAudio = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, image='images/grayScreen.png', interpolate=True, mask=None, maskParams=None, name='screenAfterAudio', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
16.9270 	EXP 	Created blankScreen = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, image='images/grayScreen.png', interpolate=True, mask=None, maskParams=None, name='blankScreen', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1920., 1080.]), texRes=128, units='height', win=Window(...))
17.0349 	EXP 	Created call1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-5.0, flipHoriz=False, flipVert=False, image='images/adler.png', interpolate=True, mask=None, maskParams=None, name='call1', opacity=1.0, ori=0.0, pos=array([-0.4   ,  0.3125]), size=array([0.18, 0.18]), texRes=128, units='height', win=Window(...))
17.1396 	EXP 	Created call2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-6.0, flipHoriz=False, flipVert=False, image='images/drossel.png', interpolate=True, mask=None, maskParams=None, name='call2', opacity=1.0, ori=0.0, pos=array([-0.4       ,  0.10416667]), size=array([0.18, 0.18]), texRes=128, units='height', win=Window(...))
17.2407 	EXP 	Created call3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-7.0, flipHoriz=False, flipVert=False, image='images/tiger.png', interpolate=True, mask=None, maskParams=None, name='call3', opacity=1.0, ori=0.0, pos=array([-0.4       , -0.10416667]), size=array([0.18, 0.18]), texRes=128, units='height', win=Window(...))
17.3477 	EXP 	Created call4 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-8.0, flipHoriz=False, flipVert=False, image='images/kroete.png', interpolate=True, mask=None, maskParams=None, name='call4', opacity=1.0, ori=0.0, pos=array([-0.4   , -0.3125]), size=array([0.18, 0.18]), texRes=128, units='height', win=Window(...))
17.5771 	EXP 	Created colour1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-9.0, flipHoriz=False, flipVert=False, image='images/gelb.png', interpolate=True, mask=None, maskParams=None, name='colour1', opacity=1.0, ori=0.0, pos=array([0.    , 0.3125]), size=array([0.18, 0.18]), texRes=128, units='height', win=Window(...))
17.5944 	EXP 	Created colour2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-10.0, flipHoriz=False, flipVert=False, image='images/gruen.png', interpolate=True, mask=None, maskParams=None, name='colour2', opacity=1.0, ori=0.0, pos=array([0.        , 0.10416667]), size=array([0.18, 0.18]), texRes=128, units='height', win=Window(...))
17.6130 	EXP 	Created colour3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-11.0, flipHoriz=False, flipVert=False, image='images/rot.png', interpolate=True, mask=None, maskParams=None, name='colour3', opacity=1.0, ori=0.0, pos=array([ 0.        , -0.10416667]), size=array([0.18, 0.18]), texRes=128, units='height', win=Window(...))
17.6299 	EXP 	Created colour4 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-12.0, flipHoriz=False, flipVert=False, image='images/weiss.png', interpolate=True, mask=None, maskParams=None, name='colour4', opacity=1.0, ori=0.0, pos=array([ 0.    , -0.3125]), size=array([0.18, 0.18]), texRes=128, units='height', win=Window(...))
17.6480 	EXP 	Created number1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-13.0, flipHoriz=False, flipVert=False, image='images/1.png', interpolate=True, mask=None, maskParams=None, name='number1', opacity=1.0, ori=0.0, pos=array([0.4   , 0.3125]), size=array([0.18, 0.18]), texRes=128, units='height', win=Window(...))
17.6682 	EXP 	Created number2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-14.0, flipHoriz=False, flipVert=False, image='images/2.png', interpolate=True, mask=None, maskParams=None, name='number2', opacity=1.0, ori=0.0, pos=array([0.4       , 0.10416667]), size=array([0.18, 0.18]), texRes=128, units='height', win=Window(...))
17.7678 	EXP 	Created number3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-15.0, flipHoriz=False, flipVert=False, image='images/3.png', interpolate=True, mask=None, maskParams=None, name='number3', opacity=1.0, ori=0.0, pos=array([ 0.4       , -0.10416667]), size=array([0.18, 0.18]), texRes=128, units='height', win=Window(...))
17.7860 	EXP 	Created number4 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-16.0, flipHoriz=False, flipVert=False, image='images/4.png', interpolate=True, mask=None, maskParams=None, name='number4', opacity=1.0, ori=0.0, pos=array([ 0.4   , -0.3125]), size=array([0.18, 0.18]), texRes=128, units='height', win=Window(...))
17.7861 	EXP 	window1: mouseVisible = True
17.7861 	EXP 	window1: mouseVisible = True
17.7861 	EXP 	window1: mouseVisible = True
17.8032 	EXP 	Created blankScreenAfterResponse = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-25.0, flipHoriz=False, flipVert=False, image='images/blankScreen.png', interpolate=True, mask=None, maskParams=None, name='blankScreenAfterResponse', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1920., 1080.]), texRes=128, units='height', win=Window(...))
17.8088 	EXP 	Created thanksText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='thanksText', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
17.8089 	EXP 	window1: mouseVisible = False
17.8173 	EXP 	instrTrainText: autoDraw = True
19.1447 	EXP 	Imported order1.csv as conditions, 4 conditions, 1 params
19.1449 	EXP 	Created sequence: sequential, trialTypes=4, nReps=1, seed=None
19.1450 	EXP 	New trial (rep=0, index=0): OrderedDict([('condsFile', 'flow\\tts-golang-selected_PsyPySEQ_NV1.csv')])
19.1461 	DATA 	Keypress: space
19.1500 	EXP 	instrTrainText: autoDraw = False
19.1500 	EXP 	blockStart: autoDraw = True
19.3601 	EXP 	Imported flow\tts-golang-selected_PsyPySEQ_NV1.csv as conditions, 96 conditions, 26 params
19.3606 	EXP 	Created sequence: random, trialTypes=96, nReps=1, seed=None
19.3609 	EXP 	New trial (rep=0, index=0): OrderedDict([('audiofile', 'audio/NV_DE_Neural2-F_Dr-we-Dr_0.7p.wav'), ('duration', 4.9166), ('noise', 'NV'), ('voice', 'Neural2-F'), ('words', 'Dr-we-Dr'), ('callSign', 'Dr'), ('colour', 'we'), ('number', 'Dr'), ('levels', '0.7p'), ('trigger_start', 100), ('trigger_end', 101), ('trigger_call', 112), ('trigger_col', 124), ('trigger_num', 133), ('file', 'DE_Neural2-F_Dr-we-Dr.TextGrid'), ('firstSound_tmin', 0.16712), ('lastSound_tmax', 4.189664604), ('token_1_tmin', 0.6874512456666667), ('token_1_tmax', 1.21712), ('token_2_tmin', 2.271846604), ('token_2_tmax', 2.649703711), ('token_3_tmin', 3.842155749333333), ('token_3_tmax', 4.189664604), ('rater', 'mean'), ('newidx', 8), ('block', 'NV1')])
19.6739 	EXP 	window1: mouseVisible = False
19.6837 	EXP 	Sound sound_1 started
19.6760 	DATA 	Keypress: space
19.6834 	EXP 	blockStart: autoDraw = False
19.6834 	EXP 	fixation: autoDraw = True
24.2090 	EXP 	Sound sound_1 reached end of file
24.2482 	EXP 	window1: mouseVisible = False
24.2650 	EXP 	fixation: autoDraw = False
24.2650 	EXP 	screenAfterAudio: autoDraw = True
24.2650 	EXP 	screenAfterAudio: autoDraw = False
24.2650 	EXP 	fixation: autoDraw = False
24.2650 	EXP 	screenAfterAudio: autoDraw = False
24.2650 	EXP 	call1: texRes = 128
24.2650 	EXP 	call2: texRes = 128
24.2650 	EXP 	call3: texRes = 128
24.2650 	EXP 	call4: texRes = 128
24.2650 	EXP 	colour1: texRes = 128
24.2650 	EXP 	colour2: texRes = 128
24.2650 	EXP 	colour3: texRes = 128
24.2650 	EXP 	colour4: texRes = 128
24.2650 	EXP 	number1: texRes = 128
24.2650 	EXP 	number2: texRes = 128
24.2650 	EXP 	number3: texRes = 128
24.2650 	EXP 	number4: texRes = 128
24.2650 	EXP 	blankScreen: autoDraw = True
24.2651 	EXP 	window1: mouseVisible = False
24.2819 	EXP 	window1: mouseVisible = False
24.2985 	EXP 	window1: mouseVisible = False
24.3155 	EXP 	window1: mouseVisible = False
24.3320 	EXP 	window1: mouseVisible = False
24.3486 	EXP 	window1: mouseVisible = False
24.3652 	EXP 	window1: mouseVisible = False
24.3821 	EXP 	window1: mouseVisible = False
24.3987 	EXP 	window1: mouseVisible = False
24.4155 	EXP 	window1: mouseVisible = False
24.4323 	EXP 	window1: mouseVisible = False
24.4487 	EXP 	window1: mouseVisible = False
24.4654 	EXP 	window1: mouseVisible = False
24.4820 	EXP 	window1: mouseVisible = False
24.4988 	EXP 	window1: mouseVisible = False
24.5153 	EXP 	window1: mouseVisible = False
24.5320 	EXP 	window1: mouseVisible = False
24.5487 	EXP 	window1: mouseVisible = False
24.5652 	EXP 	window1: mouseVisible = False
24.5820 	EXP 	window1: mouseVisible = False
24.5987 	EXP 	window1: mouseVisible = False
24.6153 	EXP 	window1: mouseVisible = False
24.6319 	EXP 	window1: mouseVisible = False
24.6487 	EXP 	window1: mouseVisible = False
24.6653 	EXP 	window1: mouseVisible = False
24.6819 	EXP 	window1: mouseVisible = False
24.6984 	EXP 	window1: mouseVisible = False
24.7150 	EXP 	window1: mouseVisible = False
24.7318 	EXP 	window1: mouseVisible = False
24.7487 	EXP 	window1: mouseVisible = False
24.7651 	EXP 	window1: mouseVisible = False
24.7820 	EXP 	window1: mouseVisible = False
24.7985 	EXP 	window1: mouseVisible = False
24.8151 	EXP 	window1: mouseVisible = False
24.8321 	EXP 	window1: mouseVisible = False
24.8484 	EXP 	window1: mouseVisible = False
24.8653 	EXP 	window1: mouseVisible = False
24.8818 	EXP 	window1: mouseVisible = False
24.8987 	EXP 	window1: mouseVisible = False
24.9152 	EXP 	window1: mouseVisible = False
24.9318 	EXP 	window1: mouseVisible = False
24.9485 	EXP 	window1: mouseVisible = False
24.9651 	EXP 	window1: mouseVisible = False
24.9818 	EXP 	window1: mouseVisible = False
24.9986 	EXP 	window1: mouseVisible = False
25.0154 	EXP 	window1: mouseVisible = False
25.0319 	EXP 	window1: mouseVisible = False
25.0485 	EXP 	window1: mouseVisible = False
25.0650 	EXP 	window1: mouseVisible = False
25.0817 	EXP 	window1: mouseVisible = False
25.0983 	EXP 	window1: mouseVisible = False
25.1153 	EXP 	window1: mouseVisible = False
25.1317 	EXP 	window1: mouseVisible = False
25.1483 	EXP 	window1: mouseVisible = False
25.1652 	EXP 	window1: mouseVisible = False
25.1817 	EXP 	window1: mouseVisible = False
25.1985 	EXP 	window1: mouseVisible = False
25.2150 	EXP 	window1: mouseVisible = False
25.2318 	EXP 	window1: mouseVisible = False
25.2483 	EXP 	window1: mouseVisible = False
25.2643 	EXP 	blankScreen: autoDraw = False
25.2643 	EXP 	call1: autoDraw = True
25.2643 	EXP 	call2: autoDraw = True
25.2643 	EXP 	call3: autoDraw = True
25.2643 	EXP 	call4: autoDraw = True
25.2643 	EXP 	colour1: autoDraw = True
25.2643 	EXP 	colour2: autoDraw = True
25.2643 	EXP 	colour3: autoDraw = True
25.2643 	EXP 	colour4: autoDraw = True
25.2643 	EXP 	number1: autoDraw = True
25.2643 	EXP 	number2: autoDraw = True
25.2643 	EXP 	number3: autoDraw = True
25.2643 	EXP 	number4: autoDraw = True
25.2644 	EXP 	window1: mouseVisible = False
25.2647 	EXP 	window1: mouseVisible = True
25.2814 	EXP 	window1: mouseVisible = False
25.2815 	EXP 	window1: mouseVisible = True
25.3472 	EXP 	window1: mouseVisible = False
25.3478 	EXP 	window1: mouseVisible = True
25.3651 	EXP 	window1: mouseVisible = False
25.3652 	EXP 	window1: mouseVisible = True
25.3817 	EXP 	window1: mouseVisible = False
25.3819 	EXP 	window1: mouseVisible = True
25.4278 	EXP 	window1: mouseVisible = False
25.4280 	EXP 	window1: mouseVisible = True
25.4486 	EXP 	window1: mouseVisible = False
25.4491 	EXP 	window1: mouseVisible = True
25.4651 	EXP 	window1: mouseVisible = False
25.4655 	EXP 	window1: mouseVisible = True
25.4820 	EXP 	window1: mouseVisible = False
25.4823 	EXP 	window1: mouseVisible = True
25.5547 	EXP 	window1: mouseVisible = False
25.5552 	EXP 	window1: mouseVisible = True
25.5650 	EXP 	window1: mouseVisible = False
25.5653 	EXP 	window1: mouseVisible = True
25.5818 	EXP 	window1: mouseVisible = False
25.5820 	EXP 	window1: mouseVisible = True
25.6340 	EXP 	window1: mouseVisible = False
25.6345 	EXP 	window1: mouseVisible = True
25.6485 	EXP 	window1: mouseVisible = False
25.6487 	EXP 	window1: mouseVisible = True
25.6654 	EXP 	window1: mouseVisible = False
25.6656 	EXP 	window1: mouseVisible = True
25.6817 	EXP 	window1: mouseVisible = False
25.6818 	EXP 	window1: mouseVisible = True
25.6993 	EXP 	window1: mouseVisible = False
25.6994 	EXP 	window1: mouseVisible = True
25.7154 	EXP 	window1: mouseVisible = False
25.7156 	EXP 	window1: mouseVisible = True
25.7318 	EXP 	window1: mouseVisible = False
25.7319 	EXP 	window1: mouseVisible = True
25.7486 	EXP 	window1: mouseVisible = False
25.7488 	EXP 	window1: mouseVisible = True
25.7650 	EXP 	window1: mouseVisible = False
25.7652 	EXP 	window1: mouseVisible = True
25.7819 	EXP 	window1: mouseVisible = False
25.7820 	EXP 	window1: mouseVisible = True
25.7986 	EXP 	window1: mouseVisible = False
25.7987 	EXP 	window1: mouseVisible = True
25.8153 	EXP 	window1: mouseVisible = False
25.8155 	EXP 	window1: mouseVisible = True
25.8314 	EXP 	window1: mouseVisible = False
25.8316 	EXP 	window1: mouseVisible = True
25.8483 	EXP 	window1: mouseVisible = False
25.8484 	EXP 	window1: mouseVisible = True
25.8652 	EXP 	window1: mouseVisible = False
25.8654 	EXP 	window1: mouseVisible = True
25.8819 	EXP 	window1: mouseVisible = False
25.8821 	EXP 	window1: mouseVisible = True
25.9342 	EXP 	window1: mouseVisible = False
25.9352 	EXP 	window1: mouseVisible = True
25.9485 	EXP 	window1: mouseVisible = False
25.9487 	EXP 	window1: mouseVisible = True
25.9650 	EXP 	window1: mouseVisible = False
25.9652 	EXP 	window1: mouseVisible = True
25.9817 	EXP 	window1: mouseVisible = False
25.9819 	EXP 	window1: mouseVisible = True
26.0451 	EXP 	window1: mouseVisible = False
26.0454 	EXP 	window1: mouseVisible = True
26.0651 	EXP 	window1: mouseVisible = False
26.0653 	EXP 	window1: mouseVisible = True
26.0819 	EXP 	window1: mouseVisible = False
26.0820 	EXP 	window1: mouseVisible = True
26.0984 	EXP 	window1: mouseVisible = False
26.0985 	EXP 	window1: mouseVisible = True
26.1006 	DATA 	Mouse: Left button down, pos=(299,802)
26.1148 	EXP 	window1: mouseVisible = False
26.1149 	EXP 	window1: mouseVisible = True
26.1328 	EXP 	call2: texRes = 128
26.1328 	EXP 	call3: texRes = 128
26.1328 	EXP 	call4: texRes = 128
26.1330 	EXP 	window1: mouseVisible = False
26.1331 	EXP 	window1: mouseVisible = True
26.1649 	EXP 	window1: mouseVisible = False
26.1653 	EXP 	window1: mouseVisible = True
26.1818 	EXP 	window1: mouseVisible = False
26.1819 	EXP 	window1: mouseVisible = True
26.1985 	EXP 	window1: mouseVisible = False
26.1988 	EXP 	window1: mouseVisible = True
26.2153 	EXP 	window1: mouseVisible = False
26.2157 	EXP 	window1: mouseVisible = True
26.2159 	DATA 	Mouse:  Left button up, pos=(299,802)
26.2319 	EXP 	window1: mouseVisible = False
26.2321 	EXP 	window1: mouseVisible = True
26.2484 	EXP 	window1: mouseVisible = False
26.2485 	EXP 	window1: mouseVisible = True
26.2652 	EXP 	window1: mouseVisible = False
26.2659 	EXP 	window1: mouseVisible = True
26.2818 	EXP 	window1: mouseVisible = False
26.2819 	EXP 	window1: mouseVisible = True
26.2986 	EXP 	window1: mouseVisible = False
26.2987 	EXP 	window1: mouseVisible = True
26.3151 	EXP 	window1: mouseVisible = False
26.3153 	EXP 	window1: mouseVisible = True
26.3320 	EXP 	window1: mouseVisible = False
26.3322 	EXP 	window1: mouseVisible = True
26.3482 	EXP 	window1: mouseVisible = False
26.3484 	EXP 	window1: mouseVisible = True
26.3651 	EXP 	window1: mouseVisible = False
26.3652 	EXP 	window1: mouseVisible = True
26.3817 	EXP 	window1: mouseVisible = False
26.3818 	EXP 	window1: mouseVisible = True
26.3986 	EXP 	window1: mouseVisible = False
26.3987 	EXP 	window1: mouseVisible = True
26.4150 	EXP 	window1: mouseVisible = False
26.4151 	EXP 	window1: mouseVisible = True
26.4316 	EXP 	window1: mouseVisible = False
26.4320 	EXP 	window1: mouseVisible = True
26.4482 	EXP 	window1: mouseVisible = False
26.4486 	EXP 	window1: mouseVisible = True
26.4645 	EXP 	window1: mouseVisible = False
26.4647 	EXP 	window1: mouseVisible = True
26.4817 	EXP 	window1: mouseVisible = False
26.4818 	EXP 	window1: mouseVisible = True
26.5356 	EXP 	window1: mouseVisible = False
26.5363 	EXP 	window1: mouseVisible = True
26.5482 	EXP 	window1: mouseVisible = False
26.5487 	EXP 	window1: mouseVisible = True
26.5652 	EXP 	window1: mouseVisible = False
26.5654 	EXP 	window1: mouseVisible = True
26.5818 	EXP 	window1: mouseVisible = False
26.5819 	EXP 	window1: mouseVisible = True
26.5983 	EXP 	window1: mouseVisible = False
26.5984 	EXP 	window1: mouseVisible = True
26.6145 	EXP 	window1: mouseVisible = False
26.6147 	EXP 	window1: mouseVisible = True
26.6315 	EXP 	window1: mouseVisible = False
26.6317 	EXP 	window1: mouseVisible = True
26.6479 	EXP 	window1: mouseVisible = False
26.6481 	EXP 	window1: mouseVisible = True
26.6651 	EXP 	window1: mouseVisible = False
26.6653 	EXP 	window1: mouseVisible = True
26.6814 	EXP 	window1: mouseVisible = False
26.6815 	EXP 	window1: mouseVisible = True
26.7431 	EXP 	window1: mouseVisible = False
26.7433 	EXP 	window1: mouseVisible = True
26.7465 	DATA 	Mouse: Left button down, pos=(673,807)
26.7650 	EXP 	window1: mouseVisible = False
26.7651 	EXP 	window1: mouseVisible = True
26.7849 	EXP 	colour2: texRes = 128
26.7849 	EXP 	colour3: texRes = 128
26.7849 	EXP 	colour4: texRes = 128
26.7851 	EXP 	window1: mouseVisible = False
26.7853 	EXP 	window1: mouseVisible = True
26.8150 	EXP 	window1: mouseVisible = False
26.8151 	EXP 	window1: mouseVisible = True
26.8317 	EXP 	window1: mouseVisible = False
26.8320 	EXP 	window1: mouseVisible = True
26.8322 	DATA 	Mouse:  Left button up, pos=(673,807)
26.8483 	EXP 	window1: mouseVisible = False
26.8484 	EXP 	window1: mouseVisible = True
26.8650 	EXP 	window1: mouseVisible = False
26.8652 	EXP 	window1: mouseVisible = True
26.8816 	EXP 	window1: mouseVisible = False
26.8818 	EXP 	window1: mouseVisible = True
26.8983 	EXP 	window1: mouseVisible = False
26.8985 	EXP 	window1: mouseVisible = True
26.9149 	EXP 	window1: mouseVisible = False
26.9153 	EXP 	window1: mouseVisible = True
26.9314 	EXP 	window1: mouseVisible = False
26.9316 	EXP 	window1: mouseVisible = True
26.9483 	EXP 	window1: mouseVisible = False
26.9485 	EXP 	window1: mouseVisible = True
26.9649 	EXP 	window1: mouseVisible = False
26.9650 	EXP 	window1: mouseVisible = True
26.9816 	EXP 	window1: mouseVisible = False
26.9818 	EXP 	window1: mouseVisible = True
26.9986 	EXP 	window1: mouseVisible = False
26.9987 	EXP 	window1: mouseVisible = True
27.0148 	EXP 	window1: mouseVisible = False
27.0149 	EXP 	window1: mouseVisible = True
27.0310 	EXP 	window1: mouseVisible = False
27.0311 	EXP 	window1: mouseVisible = True
27.0478 	EXP 	window1: mouseVisible = False
27.0479 	EXP 	window1: mouseVisible = True
27.0647 	EXP 	window1: mouseVisible = False
27.0649 	EXP 	window1: mouseVisible = True
27.0812 	EXP 	window1: mouseVisible = False
27.0813 	EXP 	window1: mouseVisible = True
27.1383 	EXP 	window1: mouseVisible = False
27.1388 	EXP 	window1: mouseVisible = True
27.1482 	EXP 	window1: mouseVisible = False
27.1484 	EXP 	window1: mouseVisible = True
27.1646 	EXP 	window1: mouseVisible = False
27.1648 	EXP 	window1: mouseVisible = True
27.1812 	EXP 	window1: mouseVisible = False
27.1814 	EXP 	window1: mouseVisible = True
27.2331 	EXP 	window1: mouseVisible = False
27.2333 	EXP 	window1: mouseVisible = True
27.2481 	EXP 	window1: mouseVisible = False
27.2483 	EXP 	window1: mouseVisible = True
27.2485 	DATA 	Mouse: Left button down, pos=(1018,672)
27.2624 	EXP 	New trial (rep=0, index=1): OrderedDict([('audiofile', 'audio/NV_DE_Neural2-D_Dr-ro-Ei_0.8p.wav'), ('duration', 5.5134), ('noise', 'NV'), ('voice', 'Neural2-D'), ('words', 'Dr-ro-Ei'), ('callSign', 'Dr'), ('colour', 'ro'), ('number', 'Ei'), ('levels', '0.8p'), ('trigger_start', 100), ('trigger_end', 101), ('trigger_call', 112), ('trigger_col', 123), ('trigger_num', 131), ('file', 'DE_Neural2-D_Dr-ro-Ei.TextGrid'), ('firstSound_tmin', 0.17712), ('lastSound_tmax', 4.771068534333334), ('token_1_tmin', 0.8364679010000001), ('token_1_tmax', 1.28712), ('token_2_tmin', 2.6678523456666667), ('token_2_tmax', 3.038227306), ('token_3_tmin', 4.313416043666667), ('token_3_tmax', 4.771068534333334), ('rater', 'mean'), ('newidx', 4), ('block', 'NV1')])
27.3994 	EXP 	window1: mouseVisible = False
27.4146 	EXP 	Sound sound_1 started
27.4007 	DATA 	Mouse:  Left button up, pos=(1018,672)
27.4141 	EXP 	number1: texRes = 128
27.4141 	EXP 	number3: texRes = 128
27.4141 	EXP 	number4: texRes = 128
27.4141 	EXP 	blankScreenAfterResponse: autoDraw = True
27.4141 	EXP 	blankScreen: autoDraw = False
27.4141 	EXP 	call1: autoDraw = False
27.4141 	EXP 	call2: autoDraw = False
27.4141 	EXP 	call3: autoDraw = False
27.4141 	EXP 	call4: autoDraw = False
27.4141 	EXP 	colour1: autoDraw = False
27.4141 	EXP 	colour2: autoDraw = False
27.4141 	EXP 	colour3: autoDraw = False
27.4141 	EXP 	colour4: autoDraw = False
27.4141 	EXP 	number1: autoDraw = False
27.4141 	EXP 	number2: autoDraw = False
