8.5997 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001284D812AC0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001284DB85730>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1280, 1024]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
11.9875 	EXP 	Created number4 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-16.0, flipHoriz=False, flipVert=False, image='images/4.png', interpolate=True, mask=None, maskParams=None, name='number4', opacity=1.0, ori=0.0, pos=array([ 0.4   , -0.3125]), size=array([0.18, 0.18]), texRes=128, units='height', win=Window(...))
11.9876 	EXP 	window1: mouseVisible = True
11.9876 	EXP 	window1: mouseVisible = True
11.9877 	EXP 	window1: mouseVisible = True
12.0132 	EXP 	Created blankScreenAfterResponse = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-25.0, flipHoriz=False, flipVert=False, image='images/blankScreen.png', interpolate=True, mask=None, maskParams=None, name='blankScreenAfterResponse', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1920., 1080.]), texRes=128, units='height', win=Window(...))
12.0188 	EXP 	Created thanksText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='thanksText', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
12.0190 	EXP 	window1: mouseVisible = False
12.0310 	EXP 	instrTrainText: autoDraw = True
13.8777 	EXP 	Imported order1.csv as conditions, 4 conditions, 1 params
13.8780 	EXP 	Created sequence: sequential, trialTypes=4, nReps=1, seed=None
13.8781 	EXP 	New trial (rep=0, index=0): OrderedDict([('condsFile', 'flow\\tts-golang-selected_PsyPySEQ_NV1.csv')])
13.8800 	DATA 	Keypress: space
13.8975 	EXP 	instrTrainText: autoDraw = False
13.8975 	EXP 	blockStart: autoDraw = True
14.9941 	EXP 	Imported flow\tts-golang-selected_PsyPySEQ_NV1.csv as conditions, 96 conditions, 26 params
14.9945 	EXP 	Created sequence: random, trialTypes=96, nReps=1, seed=None
14.9949 	EXP 	New trial (rep=0, index=0): OrderedDict([('audiofile', 'audio/NV_DE_Neural2-F_Ad-ro-Zw_0.6p.wav'), ('duration', 4.932), ('noise', 'NV'), ('voice', 'Neural2-F'), ('words', 'Ad-ro-Zw'), ('callSign', 'Ad'), ('colour', 'ro'), ('number', 'Zw'), ('levels', '0.6p'), ('trigger_start', 100), ('trigger_end', 101), ('trigger_call', 111), ('trigger_col', 123), ('trigger_num', 132), ('file', 'DE_Neural2-F_Ad-ro-Zw.TextGrid'), ('firstSound_tmin', 0.15712), ('lastSound_tmax', 4.194339364666667), ('token_1_tmin', 0.7174749500000001), ('token_1_tmax', 1.2553106456666667), ('token_2_tmin', 2.2319342916666667), ('token_2_tmax', 2.5805440916666664), ('token_3_tmin', 3.7847792143333336), ('token_3_tmax', 4.194339364666667), ('rater', 'mean'), ('newidx', 2), ('block', 'NV1')])
15.3550 	EXP 	window1: mouseVisible = False
15.3640 	EXP 	Sound sound_1 started
15.3572 	DATA 	Keypress: space
15.3632 	EXP 	blockStart: autoDraw = False
15.3632 	EXP 	fixation: autoDraw = True
19.9011 	EXP 	Sound sound_1 reached end of file
19.9535 	EXP 	window1: mouseVisible = False
19.9634 	EXP 	fixation: autoDraw = False
19.9634 	EXP 	screenAfterAudio: autoDraw = True
19.9634 	EXP 	screenAfterAudio: autoDraw = False
19.9634 	EXP 	fixation: autoDraw = False
19.9634 	EXP 	screenAfterAudio: autoDraw = False
19.9634 	EXP 	call1: texRes = 128
19.9634 	EXP 	call2: texRes = 128
19.9634 	EXP 	call3: texRes = 128
19.9634 	EXP 	call4: texRes = 128
19.9634 	EXP 	colour1: texRes = 128
19.9634 	EXP 	colour2: texRes = 128
19.9634 	EXP 	colour3: texRes = 128
19.9634 	EXP 	colour4: texRes = 128
19.9634 	EXP 	number1: texRes = 128
19.9634 	EXP 	number2: texRes = 128
19.9634 	EXP 	number3: texRes = 128
19.9634 	EXP 	number4: texRes = 128
19.9634 	EXP 	blankScreen: autoDraw = True
19.9635 	EXP 	window1: mouseVisible = False
19.9948 	EXP 	window1: mouseVisible = False
20.0121 	EXP 	window1: mouseVisible = False
20.0287 	EXP 	window1: mouseVisible = False
20.0455 	EXP 	window1: mouseVisible = False
20.0618 	EXP 	window1: mouseVisible = False
20.0787 	EXP 	window1: mouseVisible = False
20.0953 	EXP 	window1: mouseVisible = False
20.1119 	EXP 	window1: mouseVisible = False
20.1288 	EXP 	window1: mouseVisible = False
20.1455 	EXP 	window1: mouseVisible = False
20.1618 	EXP 	window1: mouseVisible = False
20.1786 	EXP 	window1: mouseVisible = False
20.1955 	EXP 	window1: mouseVisible = False
20.2119 	EXP 	window1: mouseVisible = False
20.2287 	EXP 	window1: mouseVisible = False
20.2453 	EXP 	window1: mouseVisible = False
20.2620 	EXP 	window1: mouseVisible = False
20.2785 	EXP 	window1: mouseVisible = False
20.2953 	EXP 	window1: mouseVisible = False
20.3119 	EXP 	window1: mouseVisible = False
20.3286 	EXP 	window1: mouseVisible = False
20.3453 	EXP 	window1: mouseVisible = False
20.3620 	EXP 	window1: mouseVisible = False
20.3788 	EXP 	window1: mouseVisible = False
20.3954 	EXP 	window1: mouseVisible = False
20.4120 	EXP 	window1: mouseVisible = False
20.4291 	EXP 	window1: mouseVisible = False
20.4454 	EXP 	window1: mouseVisible = False
20.4617 	EXP 	window1: mouseVisible = False
20.4783 	EXP 	window1: mouseVisible = False
20.4950 	EXP 	window1: mouseVisible = False
20.5118 	EXP 	window1: mouseVisible = False
20.5286 	EXP 	window1: mouseVisible = False
20.5453 	EXP 	window1: mouseVisible = False
20.5619 	EXP 	window1: mouseVisible = False
20.5785 	EXP 	window1: mouseVisible = False
20.5953 	EXP 	window1: mouseVisible = False
20.6119 	EXP 	window1: mouseVisible = False
20.6285 	EXP 	window1: mouseVisible = False
20.6452 	EXP 	window1: mouseVisible = False
20.6618 	EXP 	window1: mouseVisible = False
20.6788 	EXP 	window1: mouseVisible = False
20.6950 	EXP 	window1: mouseVisible = False
20.7127 	EXP 	window1: mouseVisible = False
20.7287 	EXP 	window1: mouseVisible = False
20.7453 	EXP 	window1: mouseVisible = False
20.7615 	EXP 	window1: mouseVisible = False
20.7784 	EXP 	window1: mouseVisible = False
20.7949 	EXP 	window1: mouseVisible = False
20.8118 	EXP 	window1: mouseVisible = False
20.8286 	EXP 	window1: mouseVisible = False
20.8450 	EXP 	window1: mouseVisible = False
20.8618 	EXP 	window1: mouseVisible = False
20.8784 	EXP 	window1: mouseVisible = False
20.8949 	EXP 	window1: mouseVisible = False
20.9118 	EXP 	window1: mouseVisible = False
20.9283 	EXP 	window1: mouseVisible = False
20.9450 	EXP 	window1: mouseVisible = False
20.9618 	EXP 	window1: mouseVisible = False
20.9776 	EXP 	blankScreen: autoDraw = False
20.9776 	EXP 	call1: autoDraw = True
20.9776 	EXP 	call2: autoDraw = True
20.9776 	EXP 	call3: autoDraw = True
20.9776 	EXP 	call4: autoDraw = True
20.9776 	EXP 	colour1: autoDraw = True
20.9776 	EXP 	colour2: autoDraw = True
20.9776 	EXP 	colour3: autoDraw = True
20.9776 	EXP 	colour4: autoDraw = True
20.9776 	EXP 	number1: autoDraw = True
20.9776 	EXP 	number2: autoDraw = True
20.9776 	EXP 	number3: autoDraw = True
20.9776 	EXP 	number4: autoDraw = True
20.9777 	EXP 	window1: mouseVisible = False
20.9797 	EXP 	window1: mouseVisible = True
20.9951 	EXP 	window1: mouseVisible = False
20.9952 	EXP 	window1: mouseVisible = True
21.0119 	EXP 	window1: mouseVisible = False
21.0124 	EXP 	window1: mouseVisible = True
21.0284 	EXP 	window1: mouseVisible = False
21.0286 	EXP 	window1: mouseVisible = True
21.0449 	EXP 	window1: mouseVisible = False
21.0450 	EXP 	window1: mouseVisible = True
21.1177 	EXP 	window1: mouseVisible = False
21.1189 	EXP 	window1: mouseVisible = True
21.1286 	EXP 	window1: mouseVisible = False
21.1287 	EXP 	window1: mouseVisible = True
21.1451 	EXP 	window1: mouseVisible = False
21.1453 	EXP 	window1: mouseVisible = True
21.1962 	EXP 	window1: mouseVisible = False
21.1968 	EXP 	window1: mouseVisible = True
21.2118 	EXP 	window1: mouseVisible = False
21.2121 	EXP 	window1: mouseVisible = True
21.2288 	EXP 	window1: mouseVisible = False
21.2295 	EXP 	window1: mouseVisible = True
21.2453 	EXP 	window1: mouseVisible = False
21.2458 	EXP 	window1: mouseVisible = True
21.2760 	EXP 	window1: mouseVisible = False
21.2763 	EXP 	window1: mouseVisible = True
21.2951 	EXP 	window1: mouseVisible = False
21.2953 	EXP 	window1: mouseVisible = True
21.3118 	EXP 	window1: mouseVisible = False
21.3124 	EXP 	window1: mouseVisible = True
21.3286 	EXP 	window1: mouseVisible = False
21.3288 	EXP 	window1: mouseVisible = True
21.3452 	EXP 	window1: mouseVisible = False
21.3454 	EXP 	window1: mouseVisible = True
21.3861 	EXP 	window1: mouseVisible = False
21.3869 	EXP 	window1: mouseVisible = True
21.3952 	EXP 	window1: mouseVisible = False
21.3954 	EXP 	window1: mouseVisible = True
21.4118 	EXP 	window1: mouseVisible = False
21.4120 	EXP 	window1: mouseVisible = True
21.4287 	EXP 	window1: mouseVisible = False
21.4289 	EXP 	window1: mouseVisible = True
21.4452 	EXP 	window1: mouseVisible = False
21.4454 	EXP 	window1: mouseVisible = True
21.4620 	EXP 	window1: mouseVisible = False
21.4622 	EXP 	window1: mouseVisible = True
21.4786 	EXP 	window1: mouseVisible = False
21.4791 	EXP 	window1: mouseVisible = True
21.4953 	EXP 	window1: mouseVisible = False
21.4954 	EXP 	window1: mouseVisible = True
21.5121 	EXP 	window1: mouseVisible = False
21.5125 	EXP 	window1: mouseVisible = True
21.5285 	EXP 	window1: mouseVisible = False
21.5287 	EXP 	window1: mouseVisible = True
21.5453 	EXP 	window1: mouseVisible = False
21.5455 	EXP 	window1: mouseVisible = True
21.5619 	EXP 	window1: mouseVisible = False
21.5621 	EXP 	window1: mouseVisible = True
21.5786 	EXP 	window1: mouseVisible = False
21.5787 	EXP 	window1: mouseVisible = True
21.5952 	EXP 	window1: mouseVisible = False
21.5953 	EXP 	window1: mouseVisible = True
21.6116 	EXP 	window1: mouseVisible = False
21.6118 	EXP 	window1: mouseVisible = True
21.6285 	EXP 	window1: mouseVisible = False
21.6287 	EXP 	window1: mouseVisible = True
21.6452 	EXP 	window1: mouseVisible = False
21.6454 	EXP 	window1: mouseVisible = True
21.6615 	EXP 	window1: mouseVisible = False
21.6617 	EXP 	window1: mouseVisible = True
21.6783 	EXP 	window1: mouseVisible = False
21.6785 	EXP 	window1: mouseVisible = True
21.6951 	EXP 	window1: mouseVisible = False
21.6953 	EXP 	window1: mouseVisible = True
21.7114 	EXP 	window1: mouseVisible = False
21.7118 	EXP 	window1: mouseVisible = True
21.7284 	EXP 	window1: mouseVisible = False
21.7290 	EXP 	window1: mouseVisible = True
21.7450 	EXP 	window1: mouseVisible = False
21.7451 	EXP 	window1: mouseVisible = True
21.7981 	EXP 	window1: mouseVisible = False
21.7991 	EXP 	window1: mouseVisible = True
21.8116 	EXP 	window1: mouseVisible = False
21.8119 	EXP 	window1: mouseVisible = True
21.8284 	EXP 	window1: mouseVisible = False
21.8290 	EXP 	window1: mouseVisible = True
21.8449 	EXP 	window1: mouseVisible = False
21.8451 	EXP 	window1: mouseVisible = True
21.9078 	EXP 	window1: mouseVisible = False
21.9088 	EXP 	window1: mouseVisible = True
21.9287 	EXP 	window1: mouseVisible = False
21.9288 	EXP 	window1: mouseVisible = True
21.9450 	EXP 	window1: mouseVisible = False
21.9452 	EXP 	window1: mouseVisible = True
21.9618 	EXP 	window1: mouseVisible = False
21.9623 	EXP 	window1: mouseVisible = True
21.9784 	EXP 	window1: mouseVisible = False
21.9786 	EXP 	window1: mouseVisible = True
21.9951 	EXP 	window1: mouseVisible = False
21.9957 	EXP 	window1: mouseVisible = True
22.0120 	EXP 	window1: mouseVisible = False
22.0130 	EXP 	window1: mouseVisible = True
22.0282 	EXP 	window1: mouseVisible = False
22.0288 	EXP 	window1: mouseVisible = True
22.0450 	EXP 	window1: mouseVisible = False
22.0455 	EXP 	window1: mouseVisible = True
22.0619 	EXP 	window1: mouseVisible = False
22.0626 	EXP 	window1: mouseVisible = True
22.0782 	EXP 	window1: mouseVisible = False
22.0785 	EXP 	window1: mouseVisible = True
22.0950 	EXP 	window1: mouseVisible = False
22.0958 	EXP 	window1: mouseVisible = True
22.1119 	EXP 	window1: mouseVisible = False
22.1121 	EXP 	window1: mouseVisible = True
22.1285 	EXP 	window1: mouseVisible = False
22.1294 	EXP 	window1: mouseVisible = True
22.1450 	EXP 	window1: mouseVisible = False
22.1452 	EXP 	window1: mouseVisible = True
22.1616 	EXP 	window1: mouseVisible = False
22.1617 	EXP 	window1: mouseVisible = True
22.1786 	EXP 	window1: mouseVisible = False
22.1787 	EXP 	window1: mouseVisible = True
22.1947 	EXP 	window1: mouseVisible = False
22.1949 	EXP 	window1: mouseVisible = True
22.2116 	EXP 	window1: mouseVisible = False
22.2123 	EXP 	window1: mouseVisible = True
22.2285 	EXP 	window1: mouseVisible = False
22.2294 	EXP 	window1: mouseVisible = True
22.2448 	EXP 	window1: mouseVisible = False
22.2453 	EXP 	window1: mouseVisible = True
22.2613 	EXP 	window1: mouseVisible = False
22.2614 	EXP 	window1: mouseVisible = True
22.2783 	EXP 	window1: mouseVisible = False
22.2786 	EXP 	window1: mouseVisible = True
22.2949 	EXP 	window1: mouseVisible = False
22.2950 	EXP 	window1: mouseVisible = True
22.3113 	EXP 	window1: mouseVisible = False
22.3120 	EXP 	window1: mouseVisible = True
22.3282 	EXP 	window1: mouseVisible = False
22.3283 	EXP 	window1: mouseVisible = True
22.3447 	EXP 	window1: mouseVisible = False
22.3456 	EXP 	window1: mouseVisible = True
22.3944 	EXP 	window1: mouseVisible = False
22.3950 	EXP 	window1: mouseVisible = True
22.4116 	EXP 	window1: mouseVisible = False
22.4119 	EXP 	window1: mouseVisible = True
22.4289 	EXP 	window1: mouseVisible = False
22.4290 	EXP 	window1: mouseVisible = True
22.4448 	EXP 	window1: mouseVisible = False
22.4452 	EXP 	window1: mouseVisible = True
22.4613 	EXP 	window1: mouseVisible = False
22.4615 	EXP 	window1: mouseVisible = True
22.4781 	EXP 	window1: mouseVisible = False
22.4785 	EXP 	window1: mouseVisible = True
22.4946 	EXP 	window1: mouseVisible = False
22.4947 	EXP 	window1: mouseVisible = True
22.5115 	EXP 	window1: mouseVisible = False
22.5121 	EXP 	window1: mouseVisible = True
22.5280 	EXP 	window1: mouseVisible = False
22.5285 	EXP 	window1: mouseVisible = True
22.5447 	EXP 	window1: mouseVisible = False
22.5455 	EXP 	window1: mouseVisible = True
22.5998 	EXP 	window1: mouseVisible = False
22.6008 	EXP 	window1: mouseVisible = True
22.6114 	EXP 	window1: mouseVisible = False
22.6116 	EXP 	window1: mouseVisible = True
22.6281 	EXP 	window1: mouseVisible = False
22.6286 	EXP 	window1: mouseVisible = True
22.6447 	EXP 	window1: mouseVisible = False
22.6448 	EXP 	window1: mouseVisible = True
22.6613 	EXP 	window1: mouseVisible = False
22.6620 	EXP 	window1: mouseVisible = True
22.6780 	EXP 	window1: mouseVisible = False
22.6783 	EXP 	window1: mouseVisible = True
22.6943 	EXP 	window1: mouseVisible = False
22.6945 	EXP 	window1: mouseVisible = True
22.7112 	EXP 	window1: mouseVisible = False
22.7114 	EXP 	window1: mouseVisible = True
22.7278 	EXP 	window1: mouseVisible = False
22.7280 	EXP 	window1: mouseVisible = True
22.7447 	EXP 	window1: mouseVisible = False
22.7453 	EXP 	window1: mouseVisible = True
22.7998 	EXP 	window1: mouseVisible = False
22.8005 	EXP 	window1: mouseVisible = True
22.8116 	EXP 	window1: mouseVisible = False
22.8125 	EXP 	window1: mouseVisible = True
22.8284 	EXP 	window1: mouseVisible = False
22.8291 	EXP 	window1: mouseVisible = True
22.8448 	EXP 	window1: mouseVisible = False
22.8450 	EXP 	window1: mouseVisible = True
22.8616 	EXP 	window1: mouseVisible = False
22.8618 	EXP 	window1: mouseVisible = True
22.8785 	EXP 	window1: mouseVisible = False
22.8787 	EXP 	window1: mouseVisible = True
22.8947 	EXP 	window1: mouseVisible = False
22.8948 	EXP 	window1: mouseVisible = True
22.9114 	EXP 	window1: mouseVisible = False
22.9116 	EXP 	window1: mouseVisible = True
22.9281 	EXP 	window1: mouseVisible = False
22.9282 	EXP 	window1: mouseVisible = True
22.9449 	EXP 	window1: mouseVisible = False
22.9455 	EXP 	window1: mouseVisible = True
22.9615 	EXP 	window1: mouseVisible = False
22.9617 	EXP 	window1: mouseVisible = True
22.9780 	EXP 	window1: mouseVisible = False
22.9786 	EXP 	window1: mouseVisible = True
22.9948 	EXP 	window1: mouseVisible = False
22.9950 	EXP 	window1: mouseVisible = True
23.0114 	EXP 	window1: mouseVisible = False
23.0120 	EXP 	window1: mouseVisible = True
23.0279 	EXP 	window1: mouseVisible = False
23.0287 	EXP 	window1: mouseVisible = True
23.0446 	EXP 	window1: mouseVisible = False
23.0453 	EXP 	window1: mouseVisible = True
23.0980 	EXP 	window1: mouseVisible = False
23.0986 	EXP 	window1: mouseVisible = True
23.1115 	EXP 	window1: mouseVisible = False
23.1117 	EXP 	window1: mouseVisible = True
23.1280 	EXP 	window1: mouseVisible = False
23.1287 	EXP 	window1: mouseVisible = True
23.1447 	EXP 	window1: mouseVisible = False
23.1456 	EXP 	window1: mouseVisible = True
23.1614 	EXP 	window1: mouseVisible = False
23.1619 	EXP 	window1: mouseVisible = True
23.1778 	EXP 	window1: mouseVisible = False
23.1780 	EXP 	window1: mouseVisible = True
23.1941 	EXP 	window1: mouseVisible = False
23.1942 	EXP 	window1: mouseVisible = True
23.2111 	EXP 	window1: mouseVisible = False
23.2113 	EXP 	window1: mouseVisible = True
23.2278 	EXP 	window1: mouseVisible = False
23.2279 	EXP 	window1: mouseVisible = True
23.2444 	EXP 	window1: mouseVisible = False
23.2453 	EXP 	window1: mouseVisible = True
23.2994 	EXP 	window1: mouseVisible = False
23.3002 	EXP 	window1: mouseVisible = True
23.3112 	EXP 	window1: mouseVisible = False
