audiofile,duration,noise,voice,words,callSign,colour,number,levels,trigger_start,trigger_end,trigger_call,trigger_col,trigger_num,file,firstSound_tmin,lastSound_tmax,token_1_tmin,token_1_tmax,token_2_tmin,token_2_tmax,token_3_tmin,token_3_tmax,rater,newidx,block
audio/SiSSN_DE_Neural2-F_Dr-ge-Ei_-9db.wav,5.1509,SiSSN,Neural2-F,Dr-ge-Ei,Dr,ge,Ei,-9db,200,201,212,221,231,DE_Neural2-F_Dr-ge-Ei.TextGrid,0.17712,4.367270032666667,0.7036349423333332,1.2233737506666669,2.281757586,2.59712,3.766272635,4.367270032666667,mean,12,SSN1
audio/SiSSN_DE_Neural2-F_Ti-gr-Ei_-9db.wav,5.1123,SiSSN,Neural2-F,Ti-gr-Ei,Ti,gr,Ei,-9db,200,201,214,222,231,DE_Neural2-F_Ti-gr-Ei.TextGrid,0.17712,4.336648937333333,0.74564187,1.1995180546666666,2.240201963666667,2.6213206503333333,3.763247007,4.336648937333333,mean,11,SSN1
audio/SiSSN_DE_Neural2-D_Kr-we-Dr_-11db.wav,5.3234,SiSSN,Neural2-D,Kr-we-Dr,Kr,we,Dr,-11db,200,201,213,224,233,DE_Neural2-D_Kr-we-Dr.TextGrid,0.17712,4.5753930086666665,0.8215110280000001,1.2837358556666667,2.6378062766666663,3.0424448233333337,4.298495755333334,4.5753930086666665,mean,9,SSN1
audio/SiSSN_DE_Neural2-F_Ti-gr-Ei_-7db.wav,5.1123,SiSSN,Neural2-F,Ti-gr-Ei,Ti,gr,Ei,-7db,200,201,214,222,231,DE_Neural2-F_Ti-gr-Ei.TextGrid,0.17712,4.336648937333333,0.74564187,1.1995180546666666,2.240201963666667,2.6213206503333333,3.763247007,4.336648937333333,mean,12,SSN1
audio/SiSSN_DE_Neural2-D_Kr-gr-Ei_-7db.wav,5.6275,SiSSN,Neural2-D,Kr-gr-Ei,Kr,gr,Ei,-7db,200,201,213,222,231,DE_Neural2-D_Kr-gr-Ei.TextGrid,0.17712,4.887801438666667,0.8296706986666668,1.292363874,2.6996133163333336,3.1151457616666662,4.417038116333333,4.887801438666667,mean,0,SSN1
audio/SiSSN_DE_Neural2-D_Ti-ge-Ei_-11db.wav,5.5296,SiSSN,Neural2-D,Ti-ge-Ei,Ti,ge,Ei,-11db,200,201,214,221,231,DE_Neural2-D_Ti-ge-Ei.TextGrid,0.17712,4.794313829,0.8910536723333333,1.3408067419999998,2.695372657666667,3.0659691730000005,4.329050394666667,4.794313829,mean,11,SSN1
audio/SiSSN_DE_Neural2-D_Dr-ge-Vi_-7db.wav,5.3771,SiSSN,Neural2-D,Dr-ge-Vi,Dr,ge,Vi,-7db,200,201,212,221,234,DE_Neural2-D_Dr-ge-Vi.TextGrid,0.16712,4.619370172,0.8390687356666667,1.293734623,2.631554905333333,3.015759116666666,4.253915306666666,4.619370172,mean,10,SSN1
audio/SiSSN_DE_Neural2-F_Ad-ge-Ei_-11db.wav,5.1134,SiSSN,Neural2-F,Ad-ge-Ei,Ad,ge,Ei,-11db,200,201,211,221,231,DE_Neural2-F_Ad-ge-Ei.TextGrid,0.17712,4.340320047333333,0.7172698423333334,1.250729465,2.2712986543333336,2.588617222,3.761950164333333,4.340320047333333,mean,8,SSN1
audio/SiSSN_DE_Neural2-F_Kr-ro-Vi_-7db.wav,4.9515,SiSSN,Neural2-F,Kr-ro-Vi,Kr,ro,Vi,-7db,200,201,213,223,234,DE_Neural2-F_Kr-ro-Vi.TextGrid,0.15712,4.222891743666668,0.7044084509999999,1.2424134503333333,2.2431420943333333,2.58712,3.783084241,4.222891743666668,mean,13,SSN1
audio/SiSSN_DE_Neural2-D_Ad-ge-Dr_-9db.wav,5.4325,SiSSN,Neural2-D,Ad-ge-Dr,Ad,ge,Dr,-9db,200,201,211,221,233,DE_Neural2-D_Ad-ge-Dr.TextGrid,0.16712,4.691872241,0.799056278,1.3564388796666669,2.779151954333333,3.1459332843333336,4.402681137,4.691872241,mean,13,SSN1
audio/SiSSN_DE_Neural2-D_Kr-ge-Zw_-9db.wav,5.3629,SiSSN,Neural2-D,Kr-ge-Zw,Kr,ge,Zw,-9db,200,201,213,221,232,DE_Neural2-D_Kr-ge-Zw.TextGrid,0.16712,4.604910341333333,0.8214139076666666,1.2915297476666667,2.630963964333333,2.99712,4.250693518,4.604910341333333,mean,8,SSN1
audio/SiSSN_DE_Neural2-F_Ad-ro-Ei_-11db.wav,5.1534,SiSSN,Neural2-F,Ad-ro-Ei,Ad,ro,Ei,-11db,200,201,211,223,231,DE_Neural2-F_Ad-ro-Ei.TextGrid,0.17712,4.358598552,0.723333831,1.2650396693333334,2.2404171923333336,2.58712,3.7814581006666663,4.358598552,mean,11,SSN1
audio/SiSSN_DE_Neural2-F_Dr-ge-Vi_-11db.wav,4.9594,SiSSN,Neural2-F,Dr-ge-Vi,Dr,ge,Vi,-11db,200,201,212,221,234,DE_Neural2-F_Dr-ge-Vi.TextGrid,0.15712,4.2150444590000005,0.6674409296666667,1.1898949313333331,2.262885176,2.570068471666666,3.767366676,4.2150444590000005,mean,12,SSN1
audio/SiSSN_DE_Neural2-F_Kr-ge-Zw_-9db.wav,4.9812,SiSSN,Neural2-F,Kr-ge-Zw,Kr,ge,Zw,-9db,200,201,213,221,232,DE_Neural2-F_Kr-ge-Zw.TextGrid,0.16712,4.263363321333333,0.7054321696666667,1.230840529333333,2.281359015,2.608692328,3.845156203333333,4.263363321333333,mean,6,SSN1
audio/SiSSN_DE_Neural2-F_Kr-ro-Ei_-7db.wav,5.1152,SiSSN,Neural2-F,Kr-ro-Ei,Kr,ro,Ei,-7db,200,201,213,223,231,DE_Neural2-F_Kr-ro-Ei.TextGrid,0.16712,4.335469679333333,0.721504469,1.24712,2.239831327,2.574402017666667,3.7494422556666662,4.335469679333333,mean,11,SSN1
audio/SiSSN_DE_Neural2-D_Dr-gr-Dr_-9db.wav,5.3868,SiSSN,Neural2-D,Dr-gr-Dr,Dr,gr,Dr,-9db,200,201,212,222,233,DE_Neural2-D_Dr-gr-Dr.TextGrid,0.16712,4.632784757333333,0.83930312,1.3121020120000002,2.687137225666667,3.093036977,4.368038200333333,4.632784757333333,mean,1,SSN1
audio/SiSSN_DE_Neural2-F_Dr-ge-Ei_-7db.wav,5.1509,SiSSN,Neural2-F,Dr-ge-Ei,Dr,ge,Ei,-7db,200,201,212,221,231,DE_Neural2-F_Dr-ge-Ei.TextGrid,0.17712,4.367270032666667,0.7036349423333332,1.2233737506666669,2.281757586,2.59712,3.766272635,4.367270032666667,mean,6,SSN1
audio/SiSSN_DE_Neural2-F_Ad-we-Vi_-9db.wav,5.0022,SiSSN,Neural2-F,Ad-we-Vi,Ad,we,Vi,-9db,200,201,211,224,234,DE_Neural2-F_Ad-we-Vi.TextGrid,0.17712,4.2641475416666665,0.7115669166666666,1.2518498856666669,2.264556365,2.6439150936666667,3.820632516,4.2641475416666665,mean,13,SSN1
audio/SiSSN_DE_Neural2-F_Kr-ro-Vi_-11db.wav,4.9515,SiSSN,Neural2-F,Kr-ro-Vi,Kr,ro,Vi,-11db,200,201,213,223,234,DE_Neural2-F_Kr-ro-Vi.TextGrid,0.15712,4.222891743666668,0.7044084509999999,1.2424134503333333,2.2431420943333333,2.58712,3.783084241,4.222891743666668,mean,1,SSN1
audio/SiSSN_DE_Neural2-F_Ti-gr-Dr_-11db.wav,4.8481,SiSSN,Neural2-F,Ti-gr-Dr,Ti,gr,Dr,-11db,200,201,214,222,233,DE_Neural2-F_Ti-gr-Dr.TextGrid,0.16712,4.1197100010000005,0.7134641153333333,1.192903506666667,2.224709638,2.580918607,3.775619338,4.1197100010000005,mean,14,SSN1
audio/SiSSN_DE_Neural2-D_Kr-ge-Dr_-7db.wav,5.3277,SiSSN,Neural2-D,Kr-ge-Dr,Kr,ge,Dr,-7db,200,201,213,221,233,DE_Neural2-D_Kr-ge-Dr.TextGrid,0.16712,4.586253128666667,0.8200925059999999,1.2914342166666668,2.6676276773333334,3.03712,4.290866479,4.586253128666667,mean,12,SSN1
