TrialID,NFB_digit1,NFB_digit2,NFB_digit3,Speaker_trial,TrialID_ME,NFB_digit1_ME,NFB_digit2_ME,NFB_digit3_ME,Speaker_trial_ME,NV_trial_ME,Triggered_trial_ME,Jitter_trial_ME,NV_trial,Triggered_trial,Jitter_trial,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,response_practice.thisRepN,response_practice.thisTrialN,response_practice.thisN,response_practice.thisIndex,ME_trials.thisRepN,ME_trials.thisTrialN,ME_trials.thisN,ME_trials.thisIndex,response_ME.thisRepN,response_ME.thisTrialN,response_ME.thisN,response_ME.thisIndex,exp_trials.thisRepN,exp_trials.thisTrialN,exp_trials.thisN,exp_trials.thisIndex,response_exp.thisRepN,response_exp.thisTrialN,response_exp.thisN,response_exp.thisIndex,Digit1_clear.started,Digit1_clear.stopped,response_practice_resp.keys,response_practice_resp.rt,response_practice_resp.started,response_practice_resp.stopped,text_practice_repeat.started,text_practice_repeat.stopped,text_4.started,text_4.stopped,Fixation_ME.started,Fixation_ME.stopped,sound_digit_1_ME.started,sound_digit_1_ME.stopped,text_2.started,text_2.stopped,key_resp_ME.keys,key_resp_ME.rt,key_resp_ME.started,key_resp_ME.stopped,disp_answer_ME.started,disp_answer_ME.stopped,text_7.started,text_7.stopped,text_next_block_ME.started,text_next_block_ME.stopped,response_nextblock_ME.keys,response_nextblock_ME.started,response_nextblock_ME.stopped,response_nextblock_ME.rt,text_break.started,text_break.stopped,Fixation.started,Fixation.stopped,text_6.started,text_6.stopped,text_5.started,text_5.stopped,Fixation_Play.started,Fixation_Play.stopped,sound_digit1.started,sound_digit1.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_nextblock.started,text_nextblock.stopped,response_nextblock.keys,response_nextblock.started,response_nextblock.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5.0,4.0,1.0,0.0,33.0,,,,,,,,,,,,0,0,0,0,0,5,5,5,0,0,0,0,,,,,,,,,,,,,,,,,0.01323304000106873,None,['return'],[0.14300989999901503],28.13476069999888,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2314,eeg_contingent_digits,2021.2.3,60.04037114542076,
5.0,4.0,1.0,0.0,33.0,,,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2314,eeg_contingent_digits,2021.2.3,60.04037114542076,
6.0,9.0,2.0,6.0,13.0,,,,,,,,,,,,0,0,0,0,0,6,6,6,0,0,0,0,,,,,,,,,,,,,,,,,0.014784639999561477,None,['return'],[0.4140302000014344],28.83609019999858,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2314,eeg_contingent_digits,2021.2.3,60.04037114542076,
6.0,9.0,2.0,6.0,13.0,,,,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2314,eeg_contingent_digits,2021.2.3,60.04037114542076,
7.0,2.0,3.0,0.0,10.0,,,,,,,,,,,,0,0,0,0,0,7,7,7,0,0,0,0,,,,,,,,,,,,,,,,,0.01475684000615729,None,['return'],[0.4644129000007524],29.818037600001844,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2314,eeg_contingent_digits,2021.2.3,60.04037114542076,
7.0,2.0,3.0,0.0,10.0,,,,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2314,eeg_contingent_digits,2021.2.3,60.04037114542076,
8.0,1.0,9.0,2.0,48.0,,,,,,,,,,,,0,0,0,0,0,8,8,8,0,0,0,0,,,,,,,,,,,,,,,,,0.01622574000066379,None,['return'],[0.5022035000001779],30.83374979999644,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2314,eeg_contingent_digits,2021.2.3,60.04037114542076,
8.0,1.0,9.0,2.0,48.0,,,,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2314,eeg_contingent_digits,2021.2.3,60.04037114542076,
9.0,8.0,1.0,0.0,21.0,,,,,,,,,,,,0,0,0,0,0,9,9,9,0,0,0,0,,,,,,,,,,,,,,,,,0.01488314000016544,None,['return'],[1.3691628000015044],31.901680199996918,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2314,eeg_contingent_digits,2021.2.3,60.04037114542076,
9.0,8.0,1.0,0.0,21.0,,,,,,,,,,,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2314,eeg_contingent_digits,2021.2.3,60.04037114542076,
,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.32902759999706,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2314,eeg_contingent_digits,2021.2.3,60.04037114542076,
,,,,,0.0,1.0,2.0,0.0,33.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,34.15271899999789,None,35.63676839999971,None,0.01307279999309685,None,36.992068599996855,None,['return'],[0.2381965999957174],38.00322210000013,None,38.00322210000013,None,38.00322210000013,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2314,eeg_contingent_digits,2021.2.3,60.04037114542076,
,,,,,0.0,1.0,2.0,0.0,33.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2314,eeg_contingent_digits,2021.2.3,60.04037114542076,
,,,,,1.0,0.0,8.0,3.0,49.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,38.38286649999645,None,0.002022480002779048,None,40.51073539999925,None,"['0', 'return']","[0.8680418000003556, 1.1949411000023247]",41.52621429999999,None,41.52621429999999,None,41.52621429999999,42.53503349999664,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2314,eeg_contingent_digits,2021.2.3,60.04037114542076,
,,,,,1.0,0.0,8.0,3.0,49.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.95047429999977,None,return,42.95047429999977,None,2.8456571999995504,,,,,,,,,,,,,,,,,,,,,,1,001,2021_Nov_17_2314,eeg_contingent_digits,2021.2.3,60.04037114542076,
0.0,3.0,4.0,8.0,7.0,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.843240099995455,None,47.79747009999846,None,47.79747009999846,None,47.79747009999846,None,49.87221480000153,None,0.01261718000023393,None,['return'],[3.419283199997153],51.289263099999516,None,,,,,,1,001,2021_Nov_17_2314,eeg_contingent_digits,2021.2.3,60.04037114542076,
0.0,3.0,4.0,8.0,7.0,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,1,001,2021_Nov_17_2314,eeg_contingent_digits,2021.2.3,60.04037114542076,
1.0,6.0,2.0,5.0,13.0,,,,,,,,,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.78035069999896,None,54.78035069999896,None,54.78035069999896,None,58.95421730000089,None,0.0003628599952207878,None,['return'],[1.5307195999994292],60.370366600000125,None,,,,,,1,001,2021_Nov_17_2314,eeg_contingent_digits,2021.2.3,60.04037114542076,
1.0,6.0,2.0,5.0,13.0,,,,,,,,,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,1,001,2021_Nov_17_2314,eeg_contingent_digits,2021.2.3,60.04037114542076,
2.0,6.0,4.0,9.0,21.0,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.95882229999552,None,61.95882229999552,None,61.95882229999552,None,64.00916019999568,None,0.016628980003588367,None,['return'],[0.45985210000071675],65.42097120000108,None,,,,,,1,001,2021_Nov_17_2314,eeg_contingent_digits,2021.2.3,60.04037114542076,
2.0,6.0,4.0,9.0,21.0,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,1,001,2021_Nov_17_2314,eeg_contingent_digits,2021.2.3,60.04037114542076,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.93776770000113,None,65.93776770000113,None,65.93776770000113,None,,,,,,,,,,,,,,,,,,,,
